record_id,protocol_id,scenario,method,base_training_robot_count,evaluation_robot_count,zero_shot_variable_team_size,training_seed,evaluation_episode_index,safety_envelope,possible_directed_nonself_edge_count,active_conflict_edge_count_mean,active_conflict_edge_count_max,edge_density_mean,CPA_graph_build_time_mean_ms,GAT_message_passing_time_mean_ms,policy_inference_time_mean_ms,policy_inference_time_p95_ms,control_step_time_mean_ms,peak_GPU_memory_MB,real_time_factor,fully_successful_episode,collision_episode,near_miss_episode,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,min_rr_center_distance_m,episode_wall_time_s,checkpoint_sha256
scal__mixed_complex__Fully-connected_GAT__N8__seed7__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,7,4,ON,56,56,56,1,0.1926,0.5285,1.3869,2.4964,1.6,2000,0.83,1,0,0,75.79,90.95,1.403,30.2556,0.8236,83.4,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N8__seed7__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,7,5,ON,56,56,56,1,0.1807,0.5724,1.5011,2.7019,1.6,2000,0.83,1,0,0,71.77,86.12,1.454,30.492,0.8201,78.9,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N8__seed7__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,7,6,ON,56,56,56,1,0.172,0.546,1.4941,2.6894,1.6,2000,0.83,1,0,0,73.86,88.63,1.927,29.9653,0.821,81.2,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N8__seed7__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,7,7,ON,56,56,56,1,0.1871,0.5164,1.3918,2.5053,1.6,2000,0.83,1,0,0,63.9,76.68,2.046,29.0883,0.8267,70.3,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N8__seed7__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,7,8,ON,56,56,56,1,0.1704,0.5378,1.5376,2.7677,1.6,2000,0.83,1,0,0,74.99,89.99,1.139,30.8691,0.8137,82.5,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N8__seed7__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,8,1,7,9,ON,56,56,56,1,0.1814,0.555,1.4419,2.5954,1.6,2000,0.83,1,0,0,74.86,89.83,1.332,31.3356,0.8035,82.3,834b9fc8cfe54c848b1b008b8df659eb012e3f430b165cbdf07ad29570037fa3
scal__mixed_complex__Fully-connected_GAT__N10__seed0__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,0,0,ON,90,90,90,1,0.2213,0.6779,1.7245,3.1042,1.8,2400,0.77,1,0,0,83.41,102.18,2.49,34.0594,0.7884,91.8,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N10__seed0__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,0,1,ON,90,90,90,1,0.2209,0.7173,1.7547,3.1585,1.8,2400,0.77,1,0,0,78.41,96.05,2.451,34.4256,0.7847,86.2,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N10__seed0__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,0,2,ON,90,90,90,1,0.2257,0.6533,1.8342,3.3016,1.8,2400,0.77,1,0,0,80.87,99.07,1.682,33.5153,0.8029,89,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N10__seed0__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,0,3,ON,90,90,90,1,0.2291,0.6462,1.6105,2.8989,1.8,2400,0.77,1,0,0,78.67,96.36,1.796,33.6664,0.7825,86.5,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N10__seed0__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,0,4,ON,90,90,90,1,0.2419,0.6861,1.7454,3.1418,1.8,2400,0.77,1,0,0,81.43,99.75,2.029,35.0304,0.7783,89.6,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N10__seed0__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,0,5,ON,90,90,90,1,0.2377,0.6437,1.6873,3.0371,1.8,2400,0.77,1,0,0,82.84,101.48,1.8,34.8814,0.7859,91.1,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N10__seed0__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,0,6,ON,90,90,90,1,0.2344,0.6823,1.8016,3.2429,1.8,2400,0.77,1,0,0,77.81,95.32,1.639,34.1211,0.7868,85.6,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N10__seed0__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,0,7,ON,90,90,90,1,0.2288,0.6772,1.6879,3.0382,1.8,2400,0.77,1,0,0,76.99,94.31,1.535,34.6488,0.7849,84.7,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N10__seed0__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,0,8,ON,90,90,90,1,0.2479,0.6774,1.889,3.4002,1.8,2400,0.77,1,0,0,82,100.45,1.73,33.7519,0.78,90.2,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N10__seed0__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,0,9,ON,90,90,90,1,0.2274,0.6989,1.8374,3.3072,1.8,2400,0.77,1,0,1,74.1,90.78,1.677,34.0439,0.5882,81.5,6907d5427709b680225b175e83d5104612d6abe26c3a731ed19a925da7c082a2
scal__mixed_complex__Fully-connected_GAT__N10__seed1__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,1,0,ON,90,90,90,1,0.2256,0.6709,1.6253,2.9255,1.8,2400,0.77,1,0,0,82.84,101.48,2.531,33.6361,0.7772,91.1,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N10__seed1__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,1,1,ON,90,90,90,1,0.2285,0.7057,1.6575,2.9836,1.8,2400,0.77,1,0,1,83.79,102.64,1.988,33.9476,0.6179,92.2,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N10__seed1__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,1,2,ON,90,90,90,1,0.2496,0.664,1.6539,2.977,1.8,2400,0.77,1,0,1,72.68,89.04,1.58,34.1665,0.6124,80,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N10__seed1__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,1,3,ON,90,90,90,1,0.233,0.6945,1.8043,3.2477,1.8,2400,0.77,1,0,1,82.05,100.51,2.318,34.4477,0.6176,90.3,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N10__seed1__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,1,4,ON,90,90,90,1,0.2211,0.6412,1.7402,3.1323,1.8,2400,0.77,1,0,0,78.99,96.77,2.235,32.4001,0.8058,86.9,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N10__seed1__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,1,5,ON,90,90,90,1,0.2419,0.7163,1.8234,3.282,1.8,2400,0.77,1,0,0,74.72,91.53,1.821,34.0327,0.7828,82.2,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N10__seed1__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,1,6,ON,90,90,90,1,0.2266,0.696,1.6086,2.8955,1.8,2400,0.77,1,0,0,78.84,96.58,2.132,34.3851,0.7761,86.7,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N10__seed1__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,1,7,ON,90,90,90,1,0.2232,0.6516,1.6455,2.962,1.8,2400,0.77,1,0,0,80.3,98.37,1.73,33.2302,0.7939,88.3,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N10__seed1__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,1,8,ON,90,90,90,1,0.2455,0.6942,1.68,3.024,1.8,2400,0.77,1,0,0,78.42,96.06,2.19,34.0323,0.797,86.3,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N10__seed1__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,1,9,ON,90,90,90,1,0.2329,0.6784,1.6023,2.8841,1.8,2400,0.77,1,0,0,81.73,100.12,2.009,34.2738,0.7923,89.9,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14
scal__mixed_complex__Fully-connected_GAT__N10__seed2__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,2,0,ON,90,90,90,1,0.2208,0.6554,1.8691,3.3645,1.8,2400,0.77,1,0,0,81.03,99.26,2.158,33.8452,0.7741,89.1,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N10__seed2__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,2,1,ON,90,90,90,1,0.2476,0.7139,1.6226,2.9206,1.8,2400,0.77,1,0,0,71.77,87.92,2.102,32.8294,0.8011,78.9,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N10__seed2__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,2,2,ON,90,90,90,1,0.2248,0.6887,1.7877,3.2178,1.8,2400,0.77,1,0,0,81.44,99.76,2.436,33.8994,0.7878,89.6,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N10__seed2__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,2,3,ON,90,90,90,1,0.2451,0.66,1.8422,3.3159,1.8,2400,0.77,1,0,1,79.9,97.88,1.486,32.9356,0.6026,87.9,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N10__seed2__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,2,4,ON,90,90,90,1,0.2298,0.7144,1.7985,3.2374,1.8,2400,0.77,1,0,1,74.6,91.39,1.95,33.5392,0.5855,82.1,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N10__seed2__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,2,5,ON,90,90,90,1,0.221,0.6655,1.8086,3.2554,1.8,2400,0.77,1,0,0,71.02,87,2.053,34.125,0.8022,78.1,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N10__seed2__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,2,6,ON,90,90,90,1,0.2434,0.6827,1.6115,2.9007,1.8,2400,0.77,1,0,0,73.68,90.26,2.016,34.176,0.7884,81.1,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N10__seed2__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,2,7,ON,90,90,90,1,0.2463,0.6669,1.7912,3.2242,1.8,2400,0.77,1,0,1,81.28,99.56,2.369,34.8226,0.596,89.4,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N10__seed2__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,2,8,ON,90,90,90,1,0.2339,0.6946,1.8427,3.3168,1.8,2400,0.77,1,0,0,74.39,91.12,1.519,33.5933,0.7918,81.8,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N10__seed2__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,2,9,ON,90,90,90,1,0.2412,0.6532,1.6794,3.0229,1.8,2400,0.77,1,0,1,80.33,98.41,2.382,32.7568,0.5932,88.4,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7
scal__mixed_complex__Fully-connected_GAT__N10__seed3__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,3,0,ON,90,90,90,1,0.2384,0.7051,1.7701,3.1862,1.8,2400,0.77,1,0,0,76.98,94.31,2.453,33.1876,0.7989,84.7,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N10__seed3__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,3,1,ON,90,90,90,1,0.2279,0.7199,1.6322,2.938,1.8,2400,0.77,1,0,0,71.66,87.79,1.809,35.2366,0.8015,78.8,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N10__seed3__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,3,2,ON,90,90,90,1,0.2389,0.6731,1.717,3.0907,1.8,2400,0.77,1,0,0,73.87,90.49,2.313,34.8117,0.7849,81.3,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N10__seed3__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,3,3,ON,90,90,90,1,0.2445,0.654,1.8129,3.2631,1.8,2400,0.77,1,0,1,77.15,94.51,1.625,34.4067,0.6102,84.9,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N10__seed3__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,3,4,ON,90,90,90,1,0.2465,0.667,1.6059,2.8906,1.8,2400,0.77,0,1,1,80.54,98.66,1.973,33.0497,0.6138,88.6,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N10__seed3__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,3,5,ON,90,90,90,1,0.2223,0.6699,1.6685,3.0033,1.8,2400,0.77,1,0,0,73.97,90.62,1.626,34.3925,0.7945,81.4,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N10__seed3__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,3,6,ON,90,90,90,1,0.2361,0.6522,1.8355,3.3039,1.8,2400,0.77,0,1,1,74.07,90.73,1.704,32.6775,0.6018,81.5,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N10__seed3__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,3,7,ON,90,90,90,1,0.231,0.6814,1.6895,3.041,1.8,2400,0.77,1,0,0,76.12,93.24,1.951,34.4803,0.7912,83.7,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N10__seed3__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,3,8,ON,90,90,90,1,0.2466,0.7131,1.8178,3.2721,1.8,2400,0.77,1,0,0,72.76,89.14,2.378,33.5931,0.7773,80,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N10__seed3__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,3,9,ON,90,90,90,1,0.2486,0.6447,1.6046,2.8883,1.8,2400,0.77,1,0,0,83.34,102.09,1.561,34.2169,0.7816,91.7,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103
scal__mixed_complex__Fully-connected_GAT__N10__seed4__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,4,0,ON,90,90,90,1,0.2243,0.6647,1.8334,3.3001,1.8,2400,0.77,1,0,0,81.49,99.83,1.474,34.0336,0.7788,89.6,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N10__seed4__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,4,1,ON,90,90,90,1,0.232,0.7144,1.7998,3.2396,1.8,2400,0.77,1,0,0,75.86,92.92,2.516,33.8235,0.7965,83.4,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N10__seed4__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,4,2,ON,90,90,90,1,0.2297,0.7182,1.7012,3.0622,1.8,2400,0.77,1,0,0,82.35,100.88,1.466,34.4825,0.7692,90.6,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N10__seed4__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,4,3,ON,90,90,90,1,0.2267,0.698,1.6952,3.0513,1.8,2400,0.77,1,0,0,81.42,99.74,1.743,33.1119,0.788,89.6,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N10__seed4__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,4,4,ON,90,90,90,1,0.2204,0.6578,1.8937,3.4087,1.8,2400,0.77,1,0,0,82.93,101.59,1.949,33.642,0.782,91.2,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N10__seed4__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,4,5,ON,90,90,90,1,0.2259,0.6708,1.8846,3.3922,1.8,2400,0.77,1,0,1,78.58,96.26,1.719,34.5715,0.6035,86.4,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N10__seed4__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,4,6,ON,90,90,90,1,0.2418,0.7051,1.8042,3.2475,1.8,2400,0.77,1,0,0,76.53,93.75,2.238,32.9284,0.8049,84.2,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N10__seed4__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,4,7,ON,90,90,90,1,0.236,0.7026,1.7032,3.0658,1.8,2400,0.77,1,0,0,73.72,90.3,1.489,33.869,0.7762,81.1,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N10__seed4__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,4,8,ON,90,90,90,1,0.2481,0.6661,1.7967,3.234,1.8,2400,0.77,1,0,0,72.69,89.04,1.752,34.4296,0.7846,80,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N10__seed4__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,4,9,ON,90,90,90,1,0.2423,0.7025,1.7565,3.1617,1.8,2400,0.77,1,0,0,82.32,100.84,1.609,34.4206,0.7903,90.6,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c
scal__mixed_complex__Fully-connected_GAT__N10__seed5__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,5,0,ON,90,90,90,1,0.221,0.6831,1.7483,3.1469,1.8,2400,0.77,1,0,0,75.06,91.94,1.514,34.5447,0.7935,82.6,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N10__seed5__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,5,1,ON,90,90,90,1,0.2387,0.7045,1.8972,3.4149,1.8,2400,0.77,0,1,1,80.12,98.14,1.798,33.5855,0.6044,88.1,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N10__seed5__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,5,2,ON,90,90,90,1,0.2409,0.6935,1.7047,3.0685,1.8,2400,0.77,1,0,0,74.16,90.85,2.539,34.3175,0.7938,81.6,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N10__seed5__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,5,3,ON,90,90,90,1,0.2488,0.7074,1.8061,3.251,1.8,2400,0.77,1,0,0,76.98,94.3,2.349,34.6087,0.7802,84.7,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N10__seed5__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,5,4,ON,90,90,90,1,0.2405,0.6928,1.8655,3.358,1.8,2400,0.77,1,0,1,74.99,91.87,1.625,33.9646,0.5636,82.5,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N10__seed5__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,5,5,ON,90,90,90,1,0.2319,0.7032,1.8437,3.3186,1.8,2400,0.77,1,0,0,75.64,92.66,1.457,33.8448,0.7902,83.2,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N10__seed5__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,5,6,ON,90,90,90,1,0.2434,0.6413,1.7512,3.1521,1.8,2400,0.77,1,0,0,72.17,88.41,1.642,34.3599,0.7756,79.4,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N10__seed5__ep07,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,5,7,ON,90,90,90,1,0.2301,0.7085,1.8474,3.3253,1.8,2400,0.77,1,0,0,71.4,87.46,2.352,34.1754,0.7911,78.5,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N10__seed5__ep08,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,5,8,ON,90,90,90,1,0.2487,0.7039,1.7918,3.2252,1.8,2400,0.77,1,0,0,75.73,92.77,1.539,34.4925,0.7848,83.3,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N10__seed5__ep09,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,5,9,ON,90,90,90,1,0.2238,0.6599,1.8175,3.2714,1.8,2400,0.77,1,0,1,82.16,100.64,2.209,33.9201,0.614,90.4,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5
scal__mixed_complex__Fully-connected_GAT__N10__seed6__ep00,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,6,0,ON,90,90,90,1,0.2245,0.6527,1.8675,3.3615,1.8,2400,0.77,1,0,1,81.46,99.78,2.433,36.0749,0.5961,89.6,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N10__seed6__ep01,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,6,1,ON,90,90,90,1,0.2351,0.6532,1.7769,3.1983,1.8,2400,0.77,0,1,1,75.62,92.63,1.679,33.264,0.6112,83.2,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N10__seed6__ep02,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,6,2,ON,90,90,90,1,0.2347,0.6786,1.8314,3.2965,1.8,2400,0.77,1,0,0,83.02,101.69,1.62,32.9985,0.783,91.3,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N10__seed6__ep03,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,6,3,ON,90,90,90,1,0.2252,0.7133,1.8319,3.2974,1.8,2400,0.77,1,0,1,82.4,100.94,1.765,33.8514,0.5879,90.6,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N10__seed6__ep04,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,6,4,ON,90,90,90,1,0.2423,0.6838,1.6229,2.9212,1.8,2400,0.77,1,0,0,77.63,95.1,2.49,33.3856,0.7886,85.4,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N10__seed6__ep05,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,6,5,ON,90,90,90,1,0.2237,0.6755,1.8868,3.3963,1.8,2400,0.77,1,0,1,78.86,96.61,2.419,33.294,0.6475,86.7,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
scal__mixed_complex__Fully-connected_GAT__N10__seed6__ep06,zero_shot_team_size_stress,mixed_complex,Fully-connected GAT,4,10,1,6,6,ON,90,90,90,1,0.2205,0.67,1.7249,3.1048,1.8,2400,0.77,1,0,1,72.07,88.28,2.544,34.5807,0.579,79.3,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900
