record_id,protocol_id,scenario,controller,group_type,group_id,evaluation_episode_index,robot_count,safety_envelope,control_step_s,fully_successful_episode,successful_robots,collision_episode,collision_type,rr_near_miss_count,rp_near_miss_count,intervention_count,evaluated_command_count,intervention_ratio,mean_normalized_intervention_magnitude,episode_max_normalized_intervention_magnitude,average_completion_time_s,makespan_s,average_waiting_time_s,min_rr_center_distance_m,min_rp_center_distance_m,checkpoint_sha256,evaluation_seed_e,robot_random_seed,pedestrian_random_seed,draw_id
audit__mixed_complex__CA-GAT-MAPPO__g1__ep00,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,1,0,4,ON,0.1,1,4,0,N/A,0,0,527,1966,0.268056968463886,0.158316,0.597523,34.3972,38.5248,1.0439,0.707321,0.839547,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8,10200,10200030600,10200030697,draw_mixed_complex_CA-GAT-MAPPO_g1_ep0
audit__mixed_complex__CA-GAT-MAPPO__g1__ep01,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,1,1,4,ON,0.1,1,4,0,N/A,0,0,521,1818,0.286578657865787,0.156733,0.58241,33.4496,37.4635,1.1204,0.706119,0.900537,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8,10201,10201030604,10201030701,draw_mixed_complex_CA-GAT-MAPPO_g1_ep1
audit__mixed_complex__CA-GAT-MAPPO__g1__ep02,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,1,2,4,ON,0.1,1,4,0,N/A,0,0,506,1613,0.313701177929324,0.162845,0.587108,32.3032,36.1795,2.3272,0.707318,0.813664,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8,10202,10202030608,10202030705,draw_mixed_complex_CA-GAT-MAPPO_g1_ep2
audit__mixed_complex__CA-GAT-MAPPO__g1__ep03,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,1,3,4,ON,0.1,1,4,0,N/A,0,0,589,1977,0.297926150733434,0.153743,0.604897,32.1703,36.0307,2.3776,0.699491,0.825221,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8,10203,10203030612,10203030709,draw_mixed_complex_CA-GAT-MAPPO_g1_ep3
audit__mixed_complex__CA-GAT-MAPPO__g1__ep04,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,1,4,4,ON,0.1,1,4,0,N/A,0,0,567,1983,0.285930408472012,0.156567,0.571927,30.5645,34.2323,1.4147,0.670327,0.87426,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8,10204,10204030616,10204030713,draw_mixed_complex_CA-GAT-MAPPO_g1_ep4
audit__mixed_complex__CA-GAT-MAPPO__g1__ep05,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,1,5,4,ON,0.1,1,4,0,N/A,0,0,498,1664,0.299278846153846,0.158644,0.606235,33.0314,36.9952,1.2884,0.70491,0.855797,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8,10205,10205030620,10205030717,draw_mixed_complex_CA-GAT-MAPPO_g1_ep5
audit__mixed_complex__CA-GAT-MAPPO__g1__ep06,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,1,6,4,ON,0.1,1,4,0,N/A,0,0,549,1930,0.284455958549223,0.157057,0.60234,30.3888,34.0355,2.0041,0.654883,0.876363,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8,10206,10206030624,10206030721,draw_mixed_complex_CA-GAT-MAPPO_g1_ep6
audit__mixed_complex__CA-GAT-MAPPO__g1__ep07,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,1,7,4,ON,0.1,1,4,0,N/A,0,0,595,2052,0.289961013645224,0.153586,0.608082,30.0747,33.6836,1.5297,0.642005,0.879484,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8,10207,10207030628,10207030725,draw_mixed_complex_CA-GAT-MAPPO_g1_ep7
audit__mixed_complex__CA-GAT-MAPPO__g1__ep08,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,1,8,4,ON,0.1,1,4,0,N/A,0,0,544,1898,0.286617492096944,0.153969,0.601772,31.5067,35.2875,1.3305,0.688935,0.840421,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8,10208,10208030632,10208030729,draw_mixed_complex_CA-GAT-MAPPO_g1_ep8
audit__mixed_complex__CA-GAT-MAPPO__g1__ep09,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,1,9,4,ON,0.1,1,4,0,N/A,0,0,534,1966,0.271617497456765,0.138949,0.611079,31.8664,35.6904,1.3053,0.697775,0.82951,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8,10209,10209030636,10209030733,draw_mixed_complex_CA-GAT-MAPPO_g1_ep9
audit__mixed_complex__CA-GAT-MAPPO__g2__ep00,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,2,0,4,ON,0.1,1,4,0,N/A,0,0,517,1697,0.304655274012964,0.141278,0.592141,34.1684,38.2686,1.7566,0.690286,0.846974,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241,20200,20200060600,20200060697,draw_mixed_complex_CA-GAT-MAPPO_g2_ep0
audit__mixed_complex__CA-GAT-MAPPO__g2__ep01,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,2,1,4,ON,0.1,1,4,0,N/A,0,0,510,1797,0.283806343906511,0.159728,0.591036,34.2343,38.3424,1.9936,0.709528,0.815286,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241,20201,20201060604,20201060701,draw_mixed_complex_CA-GAT-MAPPO_g2_ep1
audit__mixed_complex__CA-GAT-MAPPO__g2__ep02,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,2,2,4,ON,0.1,1,4,0,N/A,0,0,548,1910,0.286910994764398,0.150286,0.618661,34.4452,38.5786,1.9713,0.661536,0.827988,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241,20202,20202060608,20202060705,draw_mixed_complex_CA-GAT-MAPPO_g2_ep2
audit__mixed_complex__CA-GAT-MAPPO__g2__ep03,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,2,3,4,ON,0.1,1,4,0,N/A,0,0,509,1662,0.306257521058965,0.176743,0.601328,32.6442,36.5615,1.6692,0.663647,0.860019,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241,20203,20203060612,20203060709,draw_mixed_complex_CA-GAT-MAPPO_g2_ep3
audit__mixed_complex__CA-GAT-MAPPO__g2__ep04,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,2,4,4,ON,0.1,1,4,0,N/A,0,0,506,1684,0.300475059382423,0.181542,0.586291,32.6739,36.5947,1.0184,0.636567,0.842961,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241,20204,20204060616,20204060713,draw_mixed_complex_CA-GAT-MAPPO_g2_ep4
audit__mixed_complex__CA-GAT-MAPPO__g2__ep05,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,2,5,4,ON,0.1,1,4,0,N/A,0,0,521,1714,0.303967327887981,0.14983,0.607316,30.1419,33.7589,1.8825,0.656939,0.814323,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241,20205,20205060620,20205060717,draw_mixed_complex_CA-GAT-MAPPO_g2_ep5
audit__mixed_complex__CA-GAT-MAPPO__g2__ep06,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,2,6,4,ON,0.1,1,4,0,N/A,0,0,542,1940,0.279381443298969,0.143019,0.60676,33.4971,37.5167,1.7368,0.661402,0.862113,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241,20206,20206060624,20206060721,draw_mixed_complex_CA-GAT-MAPPO_g2_ep6
audit__mixed_complex__CA-GAT-MAPPO__g2__ep07,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,2,7,4,ON,0.1,1,4,0,N/A,0,0,523,1736,0.301267281105991,0.157734,0.61169,31.1086,34.8416,1.4228,0.673448,0.878086,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241,20207,20207060628,20207060725,draw_mixed_complex_CA-GAT-MAPPO_g2_ep7
audit__mixed_complex__CA-GAT-MAPPO__g2__ep08,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,2,8,4,ON,0.1,1,4,0,N/A,0,0,547,1870,0.292513368983957,0.156747,0.577059,33.5625,37.59,2.3522,0.632452,0.819348,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241,20208,20208060632,20208060729,draw_mixed_complex_CA-GAT-MAPPO_g2_ep8
audit__mixed_complex__CA-GAT-MAPPO__g2__ep09,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,2,9,4,ON,0.1,1,4,0,N/A,0,0,559,1908,0.292976939203354,0.174292,0.596864,31.54,35.3248,1.558,0.704333,0.815862,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241,20209,20209060636,20209060733,draw_mixed_complex_CA-GAT-MAPPO_g2_ep9
audit__mixed_complex__CA-GAT-MAPPO__g3__ep00,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,3,0,4,ON,0.1,1,4,0,N/A,0,0,564,1840,0.306521739130435,0.156705,0.598406,30.4504,34.1045,1.9145,0.63048,0.823717,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0,30200,30200090600,30200090697,draw_mixed_complex_CA-GAT-MAPPO_g3_ep0
audit__mixed_complex__CA-GAT-MAPPO__g3__ep01,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,3,1,4,ON,0.1,1,4,0,N/A,0,0,513,1832,0.280021834061135,0.169539,0.586877,33.9921,38.0712,2.2706,0.658738,0.803215,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0,30201,30201090604,30201090701,draw_mixed_complex_CA-GAT-MAPPO_g3_ep1
audit__mixed_complex__CA-GAT-MAPPO__g3__ep02,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,3,2,4,ON,0.1,1,4,0,N/A,0,0,494,1678,0.294398092967819,0.157976,0.587708,33.6534,37.6918,1.0179,0.663085,0.813095,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0,30202,30202090608,30202090705,draw_mixed_complex_CA-GAT-MAPPO_g3_ep2
audit__mixed_complex__CA-GAT-MAPPO__g3__ep03,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,3,3,4,ON,0.1,1,4,0,N/A,0,0,562,1929,0.291342664593053,0.168771,0.585601,30.4292,34.0806,1.592,0.675716,0.89234,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0,30203,30203090612,30203090709,draw_mixed_complex_CA-GAT-MAPPO_g3_ep3
audit__mixed_complex__CA-GAT-MAPPO__g3__ep04,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,3,4,4,ON,0.1,1,4,0,N/A,0,0,568,1985,0.286146095717884,0.143046,0.609266,33.9392,38.0119,1.0181,0.637962,0.851696,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0,30204,30204090616,30204090713,draw_mixed_complex_CA-GAT-MAPPO_g3_ep4
audit__mixed_complex__CA-GAT-MAPPO__g3__ep05,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,3,5,4,ON,0.1,1,4,0,N/A,0,0,506,1752,0.288812785388128,0.159196,0.614631,31.5421,35.3272,1.1227,0.644713,0.862912,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0,30205,30205090620,30205090717,draw_mixed_complex_CA-GAT-MAPPO_g3_ep5
audit__mixed_complex__CA-GAT-MAPPO__g3__ep06,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,3,6,4,ON,0.1,1,4,0,N/A,0,0,504,1771,0.284584980237154,0.154965,0.603693,31.7353,35.5435,2.2693,0.640116,0.911293,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0,30206,30206090624,30206090721,draw_mixed_complex_CA-GAT-MAPPO_g3_ep6
audit__mixed_complex__CA-GAT-MAPPO__g3__ep07,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,3,7,4,ON,0.1,1,4,0,N/A,0,0,518,1919,0.269932256383533,0.142338,0.625912,33.0777,37.0471,1.8697,0.704454,0.840666,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0,30207,30207090628,30207090725,draw_mixed_complex_CA-GAT-MAPPO_g3_ep7
audit__mixed_complex__CA-GAT-MAPPO__g3__ep08,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,3,8,4,ON,0.1,1,4,0,N/A,0,0,525,1780,0.294943820224719,0.147258,0.573997,30.8467,34.5483,1.2725,0.69957,0.858925,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0,30208,30208090632,30208090729,draw_mixed_complex_CA-GAT-MAPPO_g3_ep8
audit__mixed_complex__CA-GAT-MAPPO__g3__ep09,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,3,9,4,ON,0.1,1,4,0,N/A,0,0,519,1871,0.277391769107429,0.150217,0.619599,34.0822,38.1721,2.2023,0.646658,0.889624,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0,30209,30209090636,30209090733,draw_mixed_complex_CA-GAT-MAPPO_g3_ep9
audit__mixed_complex__CA-GAT-MAPPO__g4__ep00,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,4,0,4,ON,0.1,1,4,0,N/A,0,0,543,1791,0.303182579564489,0.153085,0.598497,30.5061,34.1669,2.0408,0.652485,0.873367,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42,40200,40200120600,40200120697,draw_mixed_complex_CA-GAT-MAPPO_g4_ep0
audit__mixed_complex__CA-GAT-MAPPO__g4__ep01,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,4,1,4,ON,0.1,1,4,0,N/A,0,0,598,2065,0.289588377723971,0.144737,0.587878,30.261,33.8923,1.139,0.678583,0.821384,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42,40201,40201120604,40201120701,draw_mixed_complex_CA-GAT-MAPPO_g4_ep1
audit__mixed_complex__CA-GAT-MAPPO__g4__ep02,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,4,2,4,ON,0.1,1,4,0,N/A,0,0,603,1990,0.303015075376884,0.149547,0.604692,30.5986,34.2704,1.1672,0.650951,0.83766,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42,40202,40202120608,40202120705,draw_mixed_complex_CA-GAT-MAPPO_g4_ep2
audit__mixed_complex__CA-GAT-MAPPO__g4__ep03,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,4,3,4,ON,0.1,1,4,0,N/A,0,0,573,1951,0.293695540748334,0.15334,0.605749,30.4964,34.156,1.8102,0.681759,0.80808,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42,40203,40203120612,40203120709,draw_mixed_complex_CA-GAT-MAPPO_g4_ep3
audit__mixed_complex__CA-GAT-MAPPO__g4__ep04,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,4,4,4,ON,0.1,1,4,0,N/A,0,0,583,1956,0.298057259713702,0.171508,0.606044,32.897,36.8446,1.2687,0.686037,0.916399,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42,40204,40204120616,40204120713,draw_mixed_complex_CA-GAT-MAPPO_g4_ep4
audit__mixed_complex__CA-GAT-MAPPO__g4__ep05,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,4,5,4,ON,0.1,1,4,0,N/A,0,0,585,2149,0.272219637040484,0.158771,0.619178,33.6774,37.7187,2.0254,0.683836,0.868445,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42,40205,40205120620,40205120717,draw_mixed_complex_CA-GAT-MAPPO_g4_ep5
audit__mixed_complex__CA-GAT-MAPPO__g4__ep06,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,4,6,4,ON,0.1,1,4,0,N/A,0,0,580,2254,0.257320319432121,0.143784,0.598314,33.7225,37.7692,1.1721,0.695362,0.88187,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42,40206,40206120624,40206120721,draw_mixed_complex_CA-GAT-MAPPO_g4_ep6
audit__mixed_complex__CA-GAT-MAPPO__g4__ep07,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,4,7,4,ON,0.1,1,4,0,N/A,0,0,597,2142,0.278711484593837,0.1681,0.602871,34.9133,39.1029,2.1322,0.681858,0.818367,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42,40207,40207120628,40207120725,draw_mixed_complex_CA-GAT-MAPPO_g4_ep7
audit__mixed_complex__CA-GAT-MAPPO__g4__ep08,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,4,8,4,ON,0.1,1,4,0,N/A,0,0,526,1778,0.295838020247469,0.14533,0.582655,33.8528,37.9151,1.0946,0.679088,0.903517,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42,40208,40208120632,40208120729,draw_mixed_complex_CA-GAT-MAPPO_g4_ep8
audit__mixed_complex__CA-GAT-MAPPO__g4__ep09,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,4,9,4,ON,0.1,1,4,0,N/A,0,0,541,1883,0.287307488050982,0.156789,0.585367,34.3463,38.4678,1.7766,0.669404,0.904413,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42,40209,40209120636,40209120733,draw_mixed_complex_CA-GAT-MAPPO_g4_ep9
audit__mixed_complex__CA-GAT-MAPPO__g5__ep00,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,0,4,ON,0.1,1,4,0,N/A,0,0,519,1758,0.295221843003413,0.16845,0.600101,34.874,39.0589,1.9839,0.634179,0.855671,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64,50200,50200150600,50200150697,draw_mixed_complex_CA-GAT-MAPPO_g5_ep0
audit__mixed_complex__CA-GAT-MAPPO__g5__ep01,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,1,4,ON,0.1,1,4,0,N/A,0,0,528,1922,0.27471383975026,0.150145,0.58437,34.9252,39.1163,2.1495,0.646564,0.902898,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64,50201,50201150604,50201150701,draw_mixed_complex_CA-GAT-MAPPO_g5_ep1
audit__mixed_complex__CA-GAT-MAPPO__g5__ep02,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,2,4,ON,0.1,1,4,0,N/A,0,0,590,2031,0.290497291974397,0.161456,0.591792,33.0394,37.0041,1.9522,0.639748,0.892727,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64,50202,50202150608,50202150705,draw_mixed_complex_CA-GAT-MAPPO_g5_ep2
audit__mixed_complex__CA-GAT-MAPPO__g5__ep03,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,3,4,ON,0.1,1,4,0,N/A,0,0,535,2008,0.266434262948207,0.160025,0.601552,30.6548,34.3333,1.3066,0.678825,0.82373,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64,50203,50203150612,50203150709,draw_mixed_complex_CA-GAT-MAPPO_g5_ep3
audit__mixed_complex__CA-GAT-MAPPO__g5__ep04,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,4,4,ON,0.1,1,4,0,N/A,0,0,555,2081,0.266698702546853,0.149967,0.614057,33.0551,37.0218,2.2441,0.696513,0.869137,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64,50204,50204150616,50204150713,draw_mixed_complex_CA-GAT-MAPPO_g5_ep4
audit__mixed_complex__CA-GAT-MAPPO__g5__ep05,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,5,4,ON,0.1,1,4,0,N/A,0,0,537,1833,0.292962356792144,0.170033,0.596077,30.055,33.6617,2.4137,0.702516,0.907417,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64,50205,50205150620,50205150717,draw_mixed_complex_CA-GAT-MAPPO_g5_ep5
audit__mixed_complex__CA-GAT-MAPPO__g5__ep06,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,6,4,ON,0.1,1,4,0,N/A,0,0,487,1523,0.319763624425476,0.142628,0.582584,30.0021,33.6023,1.8451,0.665939,0.879952,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64,50206,50206150624,50206150721,draw_mixed_complex_CA-GAT-MAPPO_g5_ep6
audit__mixed_complex__CA-GAT-MAPPO__g5__ep07,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,7,4,ON,0.1,1,4,0,N/A,0,0,517,1828,0.282822757111597,0.144325,0.616726,31.6699,35.4703,1.2105,0.696179,0.857222,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64,50207,50207150628,50207150725,draw_mixed_complex_CA-GAT-MAPPO_g5_ep7
audit__mixed_complex__CA-GAT-MAPPO__g5__ep08,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,8,4,ON,0.1,1,4,0,N/A,0,0,546,1790,0.305027932960894,0.150621,0.583067,32.7778,36.7112,2.2928,0.669516,0.806826,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64,50208,50208150632,50208150729,draw_mixed_complex_CA-GAT-MAPPO_g5_ep8
audit__mixed_complex__CA-GAT-MAPPO__g5__ep09,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,5,9,4,ON,0.1,1,4,0,N/A,0,0,539,1889,0.285336156696665,0.160482,0.621901,31.1206,34.8551,2.1729,0.638743,0.913825,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64,50209,50209150636,50209150733,draw_mixed_complex_CA-GAT-MAPPO_g5_ep9
audit__mixed_complex__CA-GAT-MAPPO__g6__ep00,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,0,4,ON,0.1,1,4,0,N/A,0,0,543,2156,0.251855287569573,0.182229,0.608343,30.412,34.0615,1.5835,0.696327,0.886072,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719,60200,60200180600,60200180697,draw_mixed_complex_CA-GAT-MAPPO_g6_ep0
audit__mixed_complex__CA-GAT-MAPPO__g6__ep01,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,1,4,ON,0.1,1,4,0,N/A,0,0,549,2051,0.267674305216967,0.153658,0.61137,32.4289,36.3204,2.0836,0.704932,0.883171,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719,60201,60201180604,60201180701,draw_mixed_complex_CA-GAT-MAPPO_g6_ep1
audit__mixed_complex__CA-GAT-MAPPO__g6__ep02,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,2,4,ON,0.1,1,4,0,N/A,0,0,526,1936,0.271694214876033,0.147987,0.601776,30.6033,34.2757,2.2538,0.631573,0.882153,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719,60202,60202180608,60202180705,draw_mixed_complex_CA-GAT-MAPPO_g6_ep2
audit__mixed_complex__CA-GAT-MAPPO__g6__ep03,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,3,4,ON,0.1,1,4,0,N/A,0,0,527,1978,0.266430738119312,0.154133,0.606129,33.486,37.5043,1.8529,0.702693,0.855481,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719,60203,60203180612,60203180709,draw_mixed_complex_CA-GAT-MAPPO_g6_ep3
audit__mixed_complex__CA-GAT-MAPPO__g6__ep04,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,4,4,ON,0.1,1,4,0,N/A,0,0,553,1872,0.295405982905983,0.16538,0.592092,31.4968,35.2764,2.374,0.701495,0.836322,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719,60204,60204180616,60204180713,draw_mixed_complex_CA-GAT-MAPPO_g6_ep4
audit__mixed_complex__CA-GAT-MAPPO__g6__ep05,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,5,4,ON,0.1,1,4,0,N/A,0,0,532,1841,0.288973384030418,0.162827,0.592019,32.0417,35.8867,1.5152,0.641905,0.869998,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719,60205,60205180620,60205180717,draw_mixed_complex_CA-GAT-MAPPO_g6_ep5
audit__mixed_complex__CA-GAT-MAPPO__g6__ep06,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,6,4,ON,0.1,1,4,0,N/A,0,0,531,1919,0.276706618030224,0.148565,0.601974,30.729,34.4164,1.0064,0.669422,0.872282,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719,60206,60206180624,60206180721,draw_mixed_complex_CA-GAT-MAPPO_g6_ep6
audit__mixed_complex__CA-GAT-MAPPO__g6__ep07,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,7,4,ON,0.1,1,4,0,N/A,0,0,545,1955,0.278772378516624,0.173657,0.592878,34.9433,39.1365,1.0668,0.70023,0.849912,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719,60207,60207180628,60207180725,draw_mixed_complex_CA-GAT-MAPPO_g6_ep7
audit__mixed_complex__CA-GAT-MAPPO__g6__ep08,safety_envelope_intervention_audit,mixed_complex,CA-GAT-MAPPO,training_checkpoint,6,8,4,ON,0.1,1,4,0,N/A,0,0,514,1726,0.297798377752028,0.149913,0.585967,34.9743,39.1712,2.2099,0.636951,0.881928,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719,60208,60208180632,60208180729,draw_mixed_complex_CA-GAT-MAPPO_g6_ep8
